route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
38-C-1,38,1,Centre & W Roxbury Pkwy - Forest Hills Station,School days only,3,50380199,42123091_1
38-D-1,38,1,Wren St - Forest Hills Station,School days only,3,50380199,42123082_1
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,50390003,42124377
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,Weekday middays only,3,50390097,42124169_1
39-Y-0,39,0,Ave Louis Pasteur - Forest Hills Station via Brigham Cir,School days only,3,50390099,42124167_1
39-_-0,39,0,Haymarket Station - Cleary Square,Early mornings only,3,50390099,42122991
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,50390103,42124358
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,Weekday mornings only,3,50390197,42124168_2
39-I-1,39,1,Forest Hills Station - Ave Louis Pasteur,School days only,3,50390199,42123082_2
39-_-1,39,1,Cleary Square - Haymarket Station,Early mornings only,3,50390199,42122990
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,50400044,42124126
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,1,50400055,42124116
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,50400149,42124119
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,1,50400150,42124135
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,50401000,42124132
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,50401100,42124105
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,50410000,42123868
41-1-0,41,0,Dudley Station - Centre St & Eliot St,Weekday early mornings only,3,50410099,42123860
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,50410100,42123863
42-1-0,42,0,Dudley Station - Forest Hills Station,,1,50420000,42123961
42-1-1,42,1,Forest Hills Station - Dudley Station,,1,50420100,42124017
43-_-0,43,0,Park St Station - Ruggles Station,,1,50430000,41893186
43-_-1,43,1,Ruggles Station - Park St Station,,1,50430100,41893217
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,50440012,41892674
44-2-0,44,0,Humboldt Ave & Townsend St - Jackson Square Station,School days only,3,50440099,41820288
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,50440100,41892334
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,50450016,41892643
45-3-0,45,0,Ruggles Station - Franklin Park via Eliot Square,,2,50450083,41892349
45-1-0,45,0,Ruggles Station - Ashmont Station,Late nights only,3,50450099,41892331
45-_-1,45,1,Franklin Park - Ruggles Station via Eliot Square,,1,50450100,41892337
45-1-1,45,1,Ashmont Station - Ruggles Station,Saturday early mornings only,3,50450199,41896395
45-2-1,45,1,Franklin Park - Dudley Station,School days only,3,50450199,41892467
47-8-0,47,0,"Broadway Station - Central Square, Cambridge",,1,50470000,41892796
47-8-1,47,1,"Central Square, Cambridge - Broadway Station",,1,50470100,41892789
50-_-0,50,0,Forest Hills Station - Cleary Square,,1,50500000,42123502
50-_-1,50,1,Cleary Square - Forest Hills Station,,1,50500100,42123508
51-_-0,51,0,Forest Hills Station - Reservoir Station,,1,50510003,42123477
51-9-0,51,0,"Forest Hills Station - Union Square, Boston via Reservoir",School days only,3,50510096,42123043
51-_-1,51,1,Reservoir Station - Forest Hills Station,,1,50510103,42123480
51-1-1,51,1,Greenough St & Tappan St - Forest Hills Station,School days only,3,50510198,42123144
51-9-1,51,1,"Union Square, Boston - Forest Hills Station via Reservoir",School days only,3,50510198,42123044
52-1-0,52,0,Watertown - Dedham Mall,Weekdays only,2,50520062,42123024
52-7-0,52,0,Watertown - Dedham Mall via Winchester St,Weekdays only,2,50520068,42123007
52-4-0,52,0,Watertown - Charles River Loop via Meadowbrook Rd,Weekdays only,2,50520084,42122998
52-5-0,52,0,Watertown - Dedham Mall via Meadowbrook Rd,AM peak hours only,3,50520093,42123003
52-6-0,52,0,Watertown - Charles River Loop via Winchester St,Weekdays only,3,50520093,42123000
52-_-0,52,0,Watertown - Charles River Loop,Weekday evenings only,3,50520097,42123019
52-7-1,52,1,Dedham Mall - Watertown via Winchester St,Weekdays only,2,50520172,42123006
52-1-1,52,1,Dedham Mall - Watertown,Weekdays only,2,50520174,42123004
52-5-1,52,1,Dedham Mall - Watertown via Meadowbrook Rd,Weekday middays only,2,50520180,42123010
52-_-1,52,1,Charles River Loop - Watertown,Weekday mornings only,2,50520185,42122997
52-4-1,52,1,Charles River Loop - Watertown via Meadowbrook Rd,AM peak hours only,2,50520187,42122999
55-1-0,55,0,Park St Station - Jersey St & Queensberry St,Weekdays only,1,50550023,41820584
55-_-0,55,0,Copley Square - Jersey St & Queensberry St,,2,50550076,41820582
55-1-1,55,1,Jersey St & Queensberry St - Park St Station,Weekdays only,1,50550124,41820583
55-_-1,55,1,Jersey St & Queensberry St - Copley Square,,2,50550175,41820631
57-_-0,57,0,Kenmore Station - Watertown Yard,,1,50570001,41820108
57-8-0,57,0,Ave Louis Pasteur - Watertown Yard,School days only,3,50570099,41819808
57-C-0,57,0,"Union Square, Boston - Watertown Yard",School days only,3,50570099,41820399_3
57-H-0,57,0,Haymarket Station - Watertown Yard,Early mornings only,3,50570099,41820107
57-_-1,57,1,Watertown Yard - Kenmore Station,,1,50570101,41820205
57-4-1,57,1,Cambridge St & Warren St - Kenmore Station,School days only,3,50570199,41894110
57-E-1,57,1,"Oak Square - Union Square, Boston",School days only,3,50570199,41894088_1
57-G-1,57,1,Oak Square - Kenmore Station,School days only,3,50570199,41894087_1
57-H-1,57,1,Watertown Yard - Haymarket Station,Early mornings only,3,50570199,41820204
57A-_-0,57A,0,Kenmore Station - Oak Square,Weekdays only,1,50571000,41820118
57A-_-1,57A,1,Oak Square - Kenmore Station,Weekdays only,1,50571100,41820185
59-2-0,59,0,Watertown Square - Needham Junction,,1,50590034,41820270
59-_-0,59,0,Watertown Square - Needham Junction via Eliot St,,2,50590065,41820277
59-2-1,59,1,Needham Junction - Watertown Square,,1,50590135,41820260
59-_-1,59,1,Needham Junction - Watertown Square via Eliot St,,2,50590164,41820265
60-_-0,60,0,Kenmore Station - Chestnut Hill,,1,50600041,41819946
60-2-0,60,0,Kenmore Station - Boylston St & Tully St via Chestnut Hill,Weekdays only,1,50600059,41820008
60-3-0,60,0,Brookline Village - Chestnut Hill,Saturday early mornings only,3,50600099,41896473
60-4-0,60,0,Brookline Village - Boylston St & Tully St,Weekday early mornings only,3,50600099,41819881
60-_-1,60,1,Chestnut Hill - Kenmore Station,,1,50600143,41819941
60-2-1,60,1,Boylston St & Tully St - Kenmore Station,Weekdays only,1,50600156,41820009
60-3-1,60,1,Chestnut Hill - Brookline Village,Late nights only,3,50600199,41892414
62-3-0,62,0,Alewife Station - Bedford VA Hospital,Weekdays only,1,50620013,41751295
62-8-0,62,0,Alewife Station - Lexington Center,PM peak hours only,2,50620089,41751308
62-4-0,62,0,Alewife Station - Bedford Center,Weekdays only,3,50620096,41751289
62-3-1,62,1,Bedford VA Hospital - Alewife Station,Weekdays only,1,50620121,41751294
62-8-1,62,1,Lexington Center - Alewife Station,Weekdays only,2,50620180,41751302
62-4-1,62,1,Bedford Center - Alewife Station,Weekdays only,3,50620197,41751290
627-_-0,627,0,Alewife Station - Bedford VA Hospital via Lexington Center,Saturdays only,1,50621000,41754084
627-_-1,627,1,Bedford VA Hospital - Alewife Station via Lexington Center,Saturdays only,1,50621100,41754085
64-_-0,64,0,University Park - Oak Square,,1,50640048,41753084
64-6-0,64,0,Kendall/MIT Station - Oak Square,Weekdays only,1,50640052,41753047
64-3-0,64,0,"Central Square, Cambridge - Oak Square",Late nights only,3,50640099,41753064
64-_-1,64,1,Oak Square - University Park,,1,50640147,41753081
64-6-1,64,1,Oak Square - Kendall/MIT Station,Weekdays only,1,50640152,41753023
65-_-0,65,0,Kenmore Station - Brighton Center,,1,50650000,41820005
65-_-1,65,1,Brighton Center - Kenmore Station,,1,50650100,41820004
66-6-0,66,0,Dudley Station - Harvard Square,,1,50660003,41893140
66-5-0,66,0,Dudley Station - Brighton Center,School days only,3,50660096,41819806
66-B-0,66,0,"Dudley Station - Union Square, Boston",School days only,3,50660099,41820399_2
66-6-1,66,1,Harvard Square - Dudley Station,,1,50660102,41893079
66-7-1,66,1,Cambridge St & Warren St - Dudley Station,School days only,3,50660197,41894069
66-B-1,66,1,"Union Square, Boston - Dudley Station",School days only,3,50660199,41894088_2
67-4-0,67,0,Alewife Station - Turkey Hill,Weekdays only,1,50670000,41751345
67-4-1,67,1,Turkey Hill - Alewife Station,Weekdays only,1,50670100,41751353
68-_-0,68,0,Kendall/MIT Station - Harvard Square,Weekdays only,1,50680000,41751392
68-_-1,68,1,Harvard Square - Kendall/MIT Station,Weekdays only,1,50680100,41751395
69-_-0,69,0,Lechmere Station - Harvard Square,,1,50690000,41751433
69-_-1,69,1,Harvard Square - Lechmere Station,,1,50690102,41751420
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,50690197,41751514
70-5-0,70,0,University Park - Cedarwood,,1,50700052,41752366
70-6-0,70,0,University Park - Market Place Dr,,2,50700061,41751588
70-8-0,70,0,University Park - Waltham Center,,2,50700089,41751613
70-3-0,70,0,"Central Square, Cambridge - Waltham Center",AM peak hours only,3,50700098,41752241
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,50700099,41751567
70-5-1,70,1,Cedarwood - University Park,,1,50700151,41752365
70-6-1,70,1,Market Place Dr - University Park,,2,50700161,41752339
70-8-1,70,1,Waltham Center - University Park,,2,50700187,41752240
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,50700199,41751615
70A-1-0,70A,0,University Park - North Waltham via Trapelo Rd (PM Route),,1,50701045,41751612
70A-4-0,70A,0,University Park - North Waltham via Totten Pond Rd (AM Route),,1,50701054,41751580
70A-1-1,70A,1,North Waltham - University Park via Trapelo Rd (AM Route),,1,50701144,41751581
70A-4-1,70A,1,North Waltham - University Park via Totten Pond Rd (PM Route),,1,50701155,41751609
71-D-0,71,0,Harvard Station - Watertown Square (Detour),,1,50710038,41777643
71-D-1,71,1,Watertown Square - Harvard Station (Detour),,1,50710138,41777644
72-D-0,72,0,Harvard Station - Aberdeen Ave (Detour),,1,50720049,41752247
72-D-1,72,1,Aberdeen Ave - Harvard Station (Detour),,1,50720150,41752248
72-6-1,72,1,Aberdeen Ave - Felton St & Cambridge St,School days only,3,50720198,41751665
725-D-0,725,0,Harvard Station - Belmont Center via Huron Ave (Detour),Weekends only,1,50721043,41756327
725-D-1,725,1,Belmont Center - Harvard Station via Huron Ave (Detour),Weekends only,1,50721143,41756941
73-D-0,73,0,Harvard Station - Waverley Square (Detour),,1,50730038,41777707
73-D-1,73,1,Waverley Square - Harvard Station (Detour),,1,50730140,41777703
73-S-1,73,1,Benton Square - Harvard Station (Detour),AM peak hours only,3,50730198,41753003
74-D-0,74,0,Harvard Station - Belmont Center (Detour),,1,50740049,41751686
74-D-1,74,1,Belmont Center - Harvard Station (Detour),,1,50740147,41751689
75-D-0,75,0,Harvard Station - Belmont Center (Detour),,1,50750049,41751684
75-D-1,75,1,Belmont Center - Harvard Station (Detour),,1,50750149,41751699
76-_-0,76,0,Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal,Weekdays only,1,50760045,41751770
76-3-0,76,0,Alewife Station - Lincoln Lab,Weekdays only,1,50760056,41751763
76-4-0,76,0,Alewife Station - Five Forks,Weekday evenings only,3,50760097,41751760
76-3-1,76,1,Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal,Weekdays only,1,50760147,41751745
76-_-1,76,1,Lincoln Lab - Alewife Station,Weekdays only,1,50760155,41751775
76-4-1,76,1,Five Forks - Alewife Station,Weekday evenings only,3,50760197,41751750
77-D-0,77,0,Harvard Station - Arlington Heights (Detour),,1,50770052,41752835
77-D-1,77,1,Arlington Heights - Harvard Station (Detour),,1,50770153,41752979
78-D-0,78,0,Harvard Station - Arlmont Village (Detour),,2,50780068,41751832
78-E-0,78,0,Harvard Station - Arlington Heights (Detour),Weekdays only,2,50780081,41751822
78-D-1,78,1,Arlmont Village - Harvard Station (Detour),,2,50780166,41751790
78-E-1,78,1,Arlington Heights - Harvard Station (Detour),Weekdays only,2,50780183,41751819
79-_-0,79,0,Alewife Station - Arlington Heights,Weekdays only,1,50790000,41751849
79-_-1,79,1,Arlington Heights - Alewife Station,Weekdays only,1,50790106,41751854
79-1-1,79,1,Appleton St & Massachusetts Ave - Alewife Station,School days only,3,50790193,41751899
80-4-0,80,0,Lechmere Station - Arlington Center (Detour),,1,50800015,41752446
80-4-1,80,1,Arlington Center - Lechmere Station (Detour),,1,50800115,41752476
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,50830002,41751903
83-2-0,83,0,Broadway & Felton St - Rindge Ave,School days only,3,50830097,41751902
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,50830100,41751906
84-1-0,84,0,Alewife Station - Arlmont Village,Weekdays only,1,50840000,41751962
84-1-1,84,1,Arlmont Village - Alewife Station,Weekdays only,1,50840100,41751960
85-_-0,85,0,Kendall/MIT Station - Spring Hill,Weekdays only,1,50850000,41752008
85-_-1,85,1,Spring Hill - Kendall/MIT Station,Weekdays only,1,50850100,41751987
86-_-0,86,0,Reservoir Station - Sullivan Square Station,,1,50860000,41753213
86-_-1,86,1,Sullivan Square Station - Reservoir Station,,1,50860100,41753209
87-2-0,87,0,Lechmere Station - Arlington Center,,1,50870014,41752024
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,50870085,41752021
87-2-1,87,1,Arlington Center - Lechmere Station,,1,50870114,41752386
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,50870185,41752025
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,50880003,41752073
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,50880096,41752069
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,50880100,41752072
89-6-0,89,0,Sullivan Square Station - Davis Station (Detour),,1,50890046,42199365
89-5-0,89,0,Sullivan Square Station - Clarendon Hill (Detour),,2,50890066,42199418
89-6-1,89,1,Davis Station - Sullivan Square Station (Detour),,1,50890145,42199375
89-5-1,89,1,Clarendon Hill - Sullivan Square Station (Detour),,2,50890166,42199419
8993-1-0,8993,0,Haymarket Station - Clarendon Hill (Detour),Sunday early mornings only,1,50891000,42046769
8993-1-1,8993,1,Clarendon Hill - Haymarket Station (Detour),Early mornings only,1,50891100,42198895
90-_-0,90,0,Assembly Row - Davis Station,,1,50900000,42198286
90-_-1,90,1,Davis Station - Assembly Row,,1,50900100,42198009
91-_-0,91,0,"Sullivan Square Station - Central Square, Cambridge",,1,50910000,42200710
91-_-1,91,1,"Central Square, Cambridge - Sullivan Square Station",,1,50910100,42200635
92-3-0,92,0,Downtown - Sullivan Square Station,,1,50920030,42199644
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,50920097,42199676
92-3-1,92,1,Sullivan Square Station - Downtown,,1,50920131,42199643
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,50920197,42199675
93-1-0,93,0,Downtown - Sullivan Square Station,,1,50930031,42199504
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,2,50930075,42199464
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,3,50930093,42199502
93-1-1,93,1,Sullivan Square Station - Downtown,,1,50930127,42199503
93-2-1,93,1,Sullivan Square Station - Downtown via Navy Yard,Weekdays only,2,50930178,42199598
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,50930194,42199531
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,50930199,42199608
94-1-0,94,0,Davis Station - Medford Square,,1,50940003,42198159
94-2-0,94,0,Davis Station - Medford Square via Medford HS,AM peak hours only,3,50940096,42198281
94-1-1,94,1,Medford Square - Davis Station,,1,50940100,42198166
95-_-0,95,0,Sullivan Square Station - West Medford,,1,50950022,42198599
95-3-0,95,0,Sullivan Square Station - Arlington Center,,2,50950081,42198547
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,50950095,42198551
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,50950099,42198600
95-_-1,95,1,West Medford - Sullivan Square Station,,1,50950122,42198601
95-3-1,95,1,Arlington Center - Sullivan Square Station,,2,50950181,42198565
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,50950197,42198563
96-D-0,96,0,Harvard Station - Medford Square (Detour),,1,50960044,42198211
96-1-0,96,0,Davis Station - Medford Square,Weekdays only,3,50960092,42198244
96-D-1,96,1,Medford Square - Harvard Station (Detour),,1,50960148,42198212
96-1-1,96,1,Medford Square - Davis Station,AM peak hours only,2,50960187,42198243
97-5-0,97,0,Wellington Station - Malden Center Station,,1,50970000,42198026
97-5-1,97,1,Malden Center Station - Wellington Station,,1,50970100,42198025
99-7-0,99,0,Wellington Station - Woodland Rd,,1,50990004,42198405
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,Saturdays only,3,50990095,42043477
99-7-1,99,1,Woodland Rd - Wellington Station,,1,50990104,42198329
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,Saturdays only,3,50990195,42043632
100-3-0,100,0,Wellington Station - Elm St,,1,51000002,42197912
100-1-0,100,0,Wellington Station - Roosevelt Circle,Weekend evenings only,3,51000097,42047365
100-3-1,100,1,Elm St - Wellington Station,,1,51000103,42197859
100-1-1,100,1,Roosevelt Circle - Wellington Station,Weekend evenings only,3,51000197,42047341
100-_-1,100,1,Elm St - Fellsway Garage,Weekday evenings only,3,51000199,42197858
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,51010005,42199103
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,51010096,42199015
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,51010106,42199067
101-1-1,101,1,Medford Square - Sullivan Square Station,Weekdays only,3,51010196,42199066
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,51010196,42198907
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,51040000,42200300
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,51040100,42200234
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,51050000,42198058
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,51050100,42198057
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,51060029,42198874
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,51060095,42200145
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,51060134,42198304
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekdays only,3,51060192,42198349
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,51060196,42047367
108-6-0,108,0,Wellington Station - Linden Square,,1,51080008,42198325
108-7-0,108,0,Malden Center Station - Linden Square,Weekdays only,3,51080092,42198327
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,51080098,42198491
108-6-1,108,1,Linden Square - Wellington Station,,1,51080111,42198324
108-7-1,108,1,Linden Square - Malden Center Station,,2,51080188,42198326
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,51090002,42200254
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,51090101,42200376
110-_-0,110,0,Wellington Station - Wonderland Station,,1,51100022,42198962
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,51100078,42198975
110-2-0,110,0,Wellington Station - Woodlawn,,3,51100098,42198970
110-_-1,110,1,Wonderland Station - Wellington Station,,1,51100122,42198942
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,51100177,42198952
111-5-0,111,0,Haymarket Station - Woodlawn,,1,51110048,42200013
111-2-0,111,0,Haymarket Station - Cary Square,,1,51110054,42200028
111-5-1,111,1,Woodlawn - Haymarket Station,,1,51110151,42200012
111-2-1,111,1,Cary Square - Haymarket Station,,1,51110159,42200022
111-6-1,111,1,Washington Ave & Revere Beach Pkwy - Haymarket Station,Weekdays only,3,51110191,42199797
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,51120001,42199164
112-3-0,112,0,Wood Island Station - Wellington Station (Omits Quigley),Weekday early mornings only,3,51120098,42199161
112-1-0,112,0,Wood Island Station - Wellington Station (Omits Mystic Mall),Sunday middays only,3,51120099,42047432
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,51120101,42199174
112-1-1,112,1,Wellington Station - Wood Island Station (Omits Mystic Mall),Sundays only,3,51120198,42047431
114-1-0,114,0,Maverick Station - Mystic Mall,Weekday middays only,1,51140000,41928019
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,51140100,41928020
116-4-0,116,0,Maverick Station - Wonderland Station,,1,51160000,41928488
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,51160099,41926172
116-4-1,116,1,Wonderland Station - Maverick Station,,1,51160100,41928616
116117-7-0,116117,0,Maverick Station - Bellingham Square,Weekday mornings only,1,51161000,41928496
116117-7-1,116117,1,Bellingham Square - Maverick Station,Weekday mornings only,1,51161100,41928473
117-5-0,117,0,Maverick Station - Wonderland Station,,1,51170002,41928489
117-_-0,117,0,Haymarket Station - Wonderland Station,Late nights only,3,51170098,41928487
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,51170099,41928486
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,51170099,41926064
117-5-1,117,1,Wonderland Station - Maverick Station,,1,51170102,41928617
117-_-1,117,1,Wonderland Station - Haymarket Station,Early mornings and late nights only,3,51170197,41928614
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Weekday early mornings only,3,51170199,41928485
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,51190042,41928038
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,51190057,41928047
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,51190146,41928037
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,51190153,41928045
120-_-0,120,0,Jeffries Point - Orient Heights Station,,1,51200001,41928274
120-5-0,120,0,Bennington St & Brooks St - Orient Heights Station,School days only,3,51200098,41928239
120-1-0,120,0,Maverick Station - Orient Heights Station,Late nights only,3,51200099,41928203
120-6-0,120,0,Orient Heights Station - Orient Heights Station,School days only,3,51200099,41928223
120-_-1,120,1,Orient Heights Station - Jeffries Point,,1,51200100,41928237
120-1-1,120,1,Orient Heights Station - Maverick Station,,3,51200199,41928222
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,51210034,41928074
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,51210065,41928090
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,51210135,41928075
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,51210164,41928089
131-_-0,131,0,Oak Grove Station - Melrose Highlands Station via East Side,Weekdays only,1,51310050,42197947
131-4-0,131,0,Oak Grove Station - Melrose Highlands Station,Weekdays only,2,51310071,42197899
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekday middays only,2,51310080,42197900
131-2-0,131,0,Malden Center Station - Melrose Highlands Station,Weekday early mornings only,3,51310098,42197897
131-_-1,131,1,Melrose Highlands Station - Oak Grove Station via East Side,Weekdays only,1,51310155,42197898
131-4-1,131,1,Melrose Highlands Station - Oak Grove Station,Weekdays only,2,51310160,42197907
131-3-1,131,1,Melrose Highlands Station - Malden Center via East Side,Weekday middays only,2,51310185,42197901
131-2-1,131,1,Melrose Highlands Station - Malden Center Station,Weekday evenings only,3,51310198,42197962
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,51320000,42198673
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,51320100,42198623
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,51340061,42198626
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,2,51340073,42198631
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340093,42198648
134-5-0,134,0,Wellington Station - North Woburn,,3,51340094,42198679
134-7-0,134,0,Wellington Station - Medford Square,Weekends only,3,51340094,42046602
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,51340095,42046618
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,51340097,42197987
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,51340160,42198625
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,2,51340168,42198655
134-7-1,134,1,Medford Square - Wellington Station,Weekends only,3,51340194,42046603
134-5-1,134,1,North Woburn - Wellington Station,,3,51340195,42198678
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,51340195,42046776
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340196,42198635
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,51340196,42197988
136-5-0,136,0,Malden Center Station - Reading Depot,,1,51360023,42198087
136-6-0,136,0,Oak Grove Station - Reading Depot,PM peak hours only,2,51360082,42198115
136-4-0,136,0,Malden Center Station - Wakefield Square,,3,51360096,42198677
136-3-0,136,0,Oak Grove Station - Wakefield Square,School days only,3,51360097,42198120
136-5-1,136,1,Reading Depot - Malden Center Station,,1,51360121,42198102
136-4-1,136,1,Wakefield Square - Malden Center Station,,2,51360184,42198680
136-3-1,136,1,Wakefield Square - Oak Grove Station,AM peak hours only,3,51360194,42198097
137-3-0,137,0,Malden Center Station - Reading Depot,,1,51370000,42198122
137-3-1,137,1,Reading Depot - Malden Center Station,,1,51370100,42198135
170-_-0,170,0,Dudley Station - Waltham Center,Weekday mornings only,1,51700000,41819659
170-3-1,170,1,Waltham Center - Dudley Station,Weekdays only,1,51700100,41819862
171-_-0,171,0,Dudley Station - Logan Airport Terminals,Early mornings only,1,51710000,41892484
195-_-1,195,1,Lemuel Shattuck Hospital - Park St & Tremont St,,1,51950100,42123882
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,52010062,41952363
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,Weekday middays only,2,52010065,41952447
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,52010077,41952445
201-7-0,201,0,Fields Corner - North Quincy Station via Neponset Ave,Weekends only,3,52010094,41951845
201-3-0,201,0,Fields Corner Station - Quincy Bus Garage,Saturday evenings only,3,52010099,41950380
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,Weekdays only,1,52010145,41952446
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,52010160,41952362
201-7-1,201,1,North Quincy Station - Fields Corner Station via Adams St,Weekends only,3,52010194,41951846
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,52010199,41892480_1
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,52020012,41952358
202-7-0,202,0,Fields Corner - North Quincy via Keystone Apts & Adams St,Weekends only,3,52020094,41951680
202-A-0,202,0,Fields Corner - Adams St & Gallivan Blvd via Adams St,School days only,3,52020095,41892468_2
